51000.00000000	0.00000000	0.00000000
51055.00000000	0.00000000	0.00000000
51110.00000000	0.00000000	0.00000000
51165.00000000	0.00000000	0.00000000
51220.00000000	0.00000000	0.00000000
51275.00000000	0.00000000	0.00000000
51330.00000000	0.00000000	0.00000000
51385.00000000	0.00000000	0.00000000
51440.00000000	0.00000000	0.00000000
51495.00000000	0.00000000	0.00000000
51550.00000000	0.00000000	0.00000000
51605.00000000	0.00000000	0.00000000
51660.00000000	0.00000000	0.00000000
51715.00000000	0.00000000	0.00000000
51770.00000000	0.00000000	0.00000000
51825.00000000	0.00000000	0.00000000
51880.00000000	0.00000000	0.00000000
51935.00000000	0.00000000	0.00000000
51990.00000000	0.00000000	0.00000000
52045.00000000	0.00000000	0.00000000
52100.00000000	0.00000000	0.00000000
52155.00000000	0.00000000	0.00000000
52210.00000000	0.00000000	0.00000000
52265.00000000	0.00000000	0.00000000
52320.00000000	0.00000000	0.00000000
52375.00000000	0.00000000	0.00000000
52430.00000000	0.00000000	0.00000000
52485.00000000	0.00000000	0.00000000
52540.00000000	0.00000000	0.00000000
52595.00000000	0.00000000	0.00000000
52650.00000000	0.00000000	0.00000000
52705.00000000	0.00000000	0.00000000
52760.00000000	0.00000000	0.00000000
52815.00000000	0.00000000	0.00000000
52870.00000000	0.00000000	0.00000000
52925.00000000	0.00000000	0.00000000
52980.00000000	0.00000000	0.00000000
53035.00000000	0.00000000	0.00000000
53090.00000000	0.00000000	0.00000000
53145.00000000	0.00000000	0.00000000
53200.00000000	0.00000000	0.00000000
53255.00000000	0.00000000	0.00000000
53310.00000000	0.00000000	0.00000000
53365.00000000	0.00000000	0.00000000
53420.00000000	0.00000000	0.00000000
53475.00000000	0.00000000	0.00000000
53530.00000000	0.00000000	0.00000000
53585.00000000	0.00000000	0.00000000
53640.00000000	0.00000000	0.00000000
53695.00000000	0.00000000	0.00000000
53750.00000000	0.00000000	0.00000000
53805.00000000	0.00000000	0.00000000
53860.00000000	0.00000000	0.00000000
53915.00000000	0.00000000	0.00000000
53970.00000000	0.00000000	0.00000000
54025.00000000	0.00000000	0.00000000
54080.00000000	0.00000000	0.00000000
54135.00000000	0.00000000	0.00000000
54190.00000000	0.00000000	0.00000000
54245.00000000	0.00000000	0.00000000
54300.00000000	0.00000000	0.00000000
54355.00000000	0.00000000	0.00000000
54410.00000000	0.00000000	0.00000000
54465.00000000	0.00000000	0.00000000
54520.00000000	0.00000000	0.00000000
54575.00000000	0.00000000	0.00000000
54630.00000000	0.00000000	0.00000000
54685.00000000	0.00000000	0.00000000
54740.00000000	0.00000000	0.00000000
54795.00000000	0.00000000	0.00000000
54850.00000000	0.00000000	0.00000000
54905.00000000	0.00000000	0.00000000
54960.00000000	0.00000000	0.00000000
55015.00000000	0.00000000	0.00000000
55070.00000000	0.00000000	0.00000000
55125.00000000	0.00032552	0.00126074
55180.00000000	0.00065104	0.00171809
55235.00000000	0.00227865	0.00252147
55290.00000000	0.00358073	0.00223505
55345.00000000	0.00423177	0.00171809
55400.00000000	0.00423177	0.00171809
55455.00000000	0.00423177	0.00171809
55510.00000000	0.00195312	0.00247604
55565.00000000	0.00130208	0.00223505
55620.00000000	0.00097656	0.00202168
55675.00000000	0.00000000	0.00000000
55730.00000000	0.00000000	0.00000000
55785.00000000	0.00000000	0.00000000
55840.00000000	0.00000000	0.00000000
55895.00000000	0.00000000	0.00000000
55950.00000000	0.00000000	0.00000000
56005.00000000	0.00000000	0.00000000
56060.00000000	0.00000000	0.00000000
56115.00000000	0.00000000	0.00000000
56170.00000000	0.00000000	0.00000000
56225.00000000	0.00000000	0.00000000
56280.00000000	0.00000000	0.00000000
56335.00000000	0.00000000	0.00000000
56390.00000000	0.00000000	0.00000000
56445.00000000	0.00000000	0.00000000
56500.00000000	0.00000000	0.00000000
56555.00000000	0.00000000	0.00000000
56610.00000000	0.00000000	0.00000000
56665.00000000	0.00000000	0.00000000
56720.00000000	0.00000000	0.00000000
56775.00000000	0.00000000	0.00000000
56830.00000000	0.00000000	0.00000000
56885.00000000	0.00000000	0.00000000
56940.00000000	0.00000000	0.00000000
56995.00000000	0.00000000	0.00000000
57050.00000000	0.00000000	0.00000000
57105.00000000	0.00000000	0.00000000
57160.00000000	0.00000000	0.00000000
57215.00000000	0.00000000	0.00000000
57270.00000000	0.00000000	0.00000000
57325.00000000	0.00000000	0.00000000
57380.00000000	0.00000000	0.00000000
57435.00000000	0.00000000	0.00000000
57490.00000000	0.00000000	0.00000000
57545.00000000	0.00000000	0.00000000
57600.00000000	0.00000000	0.00000000
57655.00000000	0.00000000	0.00000000
57710.00000000	0.00000000	0.00000000
57765.00000000	0.00000000	0.00000000
57820.00000000	0.00000000	0.00000000
57875.00000000	0.00000000	0.00000000
57930.00000000	0.00000000	0.00000000
57985.00000000	0.00097656	0.00202168
58040.00000000	0.00325521	0.00238257
58095.00000000	0.00488281	0.00000000
58150.00000000	0.00488281	0.00000000
58205.00000000	0.00488281	0.00000000
58260.00000000	0.00455729	0.00126074
58315.00000000	0.00488281	0.00000000
58370.00000000	0.00455729	0.00126074
58425.00000000	0.00455729	0.00126074
58480.00000000	0.00423177	0.00171809
58535.00000000	0.00195312	0.00247604
58590.00000000	0.00097656	0.00202168
58645.00000000	0.00000000	0.00000000
58700.00000000	0.00000000	0.00000000
58755.00000000	0.00000000	0.00000000
58810.00000000	0.00000000	0.00000000
58865.00000000	0.00000000	0.00000000
58920.00000000	0.00000000	0.00000000
58975.00000000	0.00000000	0.00000000
59030.00000000	0.00000000	0.00000000
59085.00000000	0.00000000	0.00000000
59140.00000000	0.00000000	0.00000000
59195.00000000	0.00000000	0.00000000
59250.00000000	0.00000000	0.00000000
59305.00000000	0.00000000	0.00000000
59360.00000000	0.00000000	0.00000000
59415.00000000	0.00000000	0.00000000
59470.00000000	0.00227865	0.00252147
59525.00000000	0.00488281	0.00000000
59580.00000000	0.00911458	0.00171809
59635.00000000	0.00976562	0.00184553
59690.00000000	0.01204427	0.00252147
59745.00000000	0.01399740	0.00171809
59800.00000000	0.01399740	0.00171809
59855.00000000	0.01432292	0.00126074
59910.00000000	0.01302083	0.00238257
59965.00000000	0.00944010	0.00126074
60020.00000000	0.00944010	0.00126074
60075.00000000	0.00553385	0.00171809
60130.00000000	0.00390625	0.00202168
60185.00000000	0.00032552	0.00126074
60240.00000000	0.00000000	0.00000000
